compound_id,split,cv_fold,half_life_min,class,binary_class,data_source
CPD-0164,train,4,120.0,Stable,0,Old
CPD-0165,train,3,120.0,Stable,0,Old
CPD-0166,train,0,120.0,Stable,0,Old
CPD-0167,train,0,120.0,Stable,0,New
CPD-0168,external_test,,120.0,Stable,0,Old
CPD-0169,train,3,120.0,Stable,0,New
CPD-0171,train,1,120.0,Stable,0,Old
CPD-0172,train,4,44.75142645,Stable,0,New
CPD-0174,train,1,9.71,Unstable,1,Old
CPD-0175,train,2,116.73,Stable,0,Old
CPD-0176,external_test,,120.0,Stable,0,Old
CPD-0177,train,2,120.0,Stable,0,New
CPD-0178,train,2,120.0,Stable,0,New
CPD-0179,train,1,120.0,Stable,0,Old
CPD-0180,internal_test,,103.49,Stable,0,Old
CPD-0181,train,3,120.0,Stable,0,New
CPD-0182,train,0,120.0,Stable,0,Old
CPD-0183,external_test,,11.36,Unstable,1,New
CPD-0184,train,3,120.0,Stable,0,New
CPD-0185,train,3,120.0,Stable,0,New
CPD-0186,train,3,120.0,Stable,0,New
CPD-0188,external_test,,120.0,Stable,0,New
CPD-0189,train,4,120.0,Stable,0,New
CPD-0190,train,4,87.91,Stable,0,Old
CPD-0191,train,4,120.0,Stable,0,Old
CPD-0192,train,1,120.0,Stable,0,New
CPD-0193,train,1,120.0,Stable,0,New
CPD-0194,external_test,,120.0,Stable,0,Old
CPD-0195,internal_test,,120.0,Stable,0,New
CPD-0196,internal_test,,17.56,Unstable,1,Old
CPD-0197,external_test,,120.0,Stable,0,Old
CPD-0198,internal_test,,57.88,Stable,0,New
CPD-0199,train,1,7.72,Unstable,1,New
CPD-0200,train,1,120.0,Stable,0,New
CPD-0201,train,2,76.7,Stable,0,Old
CPD-0202,train,1,69.45,Stable,0,Old
CPD-0203,external_test,,11.13,Unstable,1,New
CPD-0204,train,1,81.35,Stable,0,New
CPD-0205,internal_test,,120.0,Stable,0,New
CPD-0207,train,3,120.0,Stable,0,New
CPD-0208,train,1,120.0,Stable,0,New
CPD-0209,train,2,120.0,Stable,0,New
CPD-0210,train,0,120.0,Stable,0,New
CPD-0211,train,4,102.68,Stable,0,Old
CPD-0212,train,1,13.65,Unstable,1,New
CPD-0214,train,0,120.0,Stable,0,Old
CPD-0215,train,3,120.0,Stable,0,Old
CPD-0216,train,3,97.75,Stable,0,New
CPD-0218,train,1,120.0,Stable,0,New
CPD-0219,train,2,120.0,Stable,0,Old
CPD-0220,train,2,120.0,Stable,0,New
CPD-0221,train,2,62.28,Stable,0,New
CPD-0222,train,1,85.58,Stable,0,Old
CPD-0223,train,1,120.0,Stable,0,Old
CPD-0224,train,4,74.75,Stable,0,Old
CPD-0225,train,4,120.0,Stable,0,Old
CPD-0226,train,4,120.0,Stable,0,Old
CPD-0227,train,4,120.0,Stable,0,New
CPD-0228,train,0,120.0,Stable,0,New
CPD-0229,train,4,100.57,Stable,0,Old
CPD-0230,train,2,98.73947143,Stable,0,New
CPD-0231,external_test,,116.94,Stable,0,New
CPD-0232,internal_test,,120.0,Stable,0,New
CPD-0234,train,1,120.0,Stable,0,Old
CPD-0235,internal_test,,97.54,Stable,0,New
CPD-0236,external_test,,18.06742649,Unstable,1,New
CPD-0237,train,2,79.21,Stable,0,New
CPD-0238,internal_test,,70.08,Stable,0,Old
CPD-0239,train,0,33.71,Stable,0,New
CPD-0240,train,1,80.43,Stable,0,Old
CPD-0241,train,3,120.0,Stable,0,New
CPD-0242,train,1,82.22,Stable,0,Old
CPD-0243,train,1,120.0,Stable,0,New
CPD-0244,train,2,120.0,Stable,0,New
CPD-0245,train,3,54.32,Stable,0,Old
CPD-0246,train,1,120.0,Stable,0,Old
CPD-0247,external_test,,120.0,Stable,0,New
CPD-0248,train,1,2.7,Unstable,1,Old
CPD-0249,train,1,120.0,Stable,0,New
CPD-0250,external_test,,100.61,Stable,0,New
CPD-0251,train,2,120.0,Stable,0,Old
CPD-0252,train,3,40.85,Stable,0,Old
CPD-0253,external_test,,112.41,Stable,0,Old
CPD-0254,train,2,54.48,Stable,0,Old
CPD-0256,train,3,92.66,Stable,0,Old
CPD-0257,train,3,114.57,Stable,0,Old
CPD-0258,train,3,120.0,Stable,0,Old
CPD-0259,external_test,,75.24,Stable,0,Old
CPD-0260,train,4,120.0,Stable,0,Old
CPD-0261,train,2,120.0,Stable,0,New
CPD-0262,train,4,27.81,Unstable,1,New
CPD-0263,train,0,120.0,Stable,0,New
CPD-0264,train,2,120.0,Stable,0,Old
CPD-0266,train,1,67.95,Stable,0,New
CPD-0268,train,4,88.61,Stable,0,New
CPD-0269,train,1,11.79,Unstable,1,Old
CPD-0270,external_test,,64.11,Stable,0,New
CPD-0271,train,3,120.0,Stable,0,Old
CPD-0272,train,2,120.0,Stable,0,New
CPD-0273,train,4,120.0,Stable,0,New
CPD-0274,external_test,,70.05,Stable,0,Old
CPD-0275,train,2,118.59,Stable,0,New
CPD-0276,train,4,120.0,Stable,0,Old
CPD-0277,external_test,,98.46,Stable,0,New
CPD-0278,train,2,110.06,Stable,0,Old
CPD-0279,train,4,120.0,Stable,0,Old
CPD-0280,train,0,99.41,Stable,0,Old
CPD-0281,train,3,120.0,Stable,0,New
CPD-0282,train,4,120.0,Stable,0,New
CPD-0283,train,1,120.0,Stable,0,Old
CPD-0284,train,2,96.25,Stable,0,New
CPD-0285,train,2,110.0,Stable,0,New
CPD-0286,train,4,90.17,Stable,0,New
CPD-0288,train,1,43.09,Stable,0,New
CPD-0289,internal_test,,120.0,Stable,0,Old
CPD-0290,external_test,,120.0,Stable,0,Old
CPD-0291,train,1,120.0,Stable,0,Old
CPD-0292,train,4,120.0,Stable,0,New
CPD-0293,train,4,120.0,Stable,0,Old
CPD-0294,train,3,120.0,Stable,0,New
CPD-0295,train,1,120.0,Stable,0,Old
CPD-0296,train,0,120.0,Stable,0,New
CPD-0297,train,0,120.0,Stable,0,New
CPD-0298,external_test,,66.63,Stable,0,Old
CPD-0299,train,4,120.0,Stable,0,Old
CPD-0301,train,4,120.0,Stable,0,New
CPD-0302,internal_test,,101.68,Stable,0,Old
CPD-0303,train,3,120.0,Stable,0,New
CPD-0304,train,2,118.82,Stable,0,Old
CPD-0305,train,2,27.67,Unstable,1,Old
CPD-0306,train,2,120.0,Stable,0,Old
CPD-0307,external_test,,98.19164752,Stable,0,New
CPD-0308,train,0,47.3,Stable,0,New
CPD-0309,train,0,112.9,Stable,0,Old
CPD-0310,train,4,42.61,Stable,0,New
CPD-0311,train,4,120.0,Stable,0,New
CPD-0312,train,1,46.23,Stable,0,Old
CPD-0313,internal_test,,98.54,Stable,0,Old
CPD-0314,train,2,120.0,Stable,0,New
CPD-0315,train,3,120.0,Stable,0,New
CPD-0316,train,2,113.39,Stable,0,Old
CPD-0317,train,0,120.0,Stable,0,Old
CPD-0319,train,3,7.14,Unstable,1,New
CPD-0320,train,3,85.85,Stable,0,Old
CPD-0321,train,4,58.51352268,Stable,0,New
CPD-0322,train,0,120.0,Stable,0,Old
CPD-0324,train,3,120.0,Stable,0,New
CPD-0325,train,0,116.0,Stable,0,Old
CPD-0326,train,3,120.0,Stable,0,Old
CPD-0327,train,4,120.0,Stable,0,Old
CPD-0328,train,1,112.41,Stable,0,Old
CPD-0329,train,0,120.0,Stable,0,New
CPD-0330,internal_test,,120.0,Stable,0,New
CPD-0331,internal_test,,90.6,Stable,0,New
CPD-0332,train,4,96.61,Stable,0,New
CPD-0333,train,3,120.0,Stable,0,Old
CPD-0334,train,1,102.32,Stable,0,Old
CPD-0335,train,3,40.41,Stable,0,New
CPD-0336,train,0,116.11,Stable,0,Old
CPD-0337,external_test,,120.0,Stable,0,New
CPD-0338,train,2,0.92,Unstable,1,Old
CPD-0339,external_test,,81.35,Stable,0,New
CPD-0340,train,1,120.0,Stable,0,New
CPD-0341,train,3,4.74,Unstable,1,Old
CPD-0342,train,4,120.0,Stable,0,New
CPD-0343,train,1,109.54,Stable,0,Old
CPD-0344,train,3,120.0,Stable,0,Old
CPD-0345,train,1,106.03,Stable,0,Old
CPD-0347,train,2,24.76,Unstable,1,Old
CPD-0348,train,1,105.5,Stable,0,New
CPD-0349,external_test,,120.0,Stable,0,Old
CPD-0350,internal_test,,120.0,Stable,0,Old
CPD-0351,train,3,120.0,Stable,0,Old
CPD-0352,train,3,120.0,Stable,0,New
CPD-0353,train,2,120.0,Stable,0,New
CPD-0354,train,0,23.16,Unstable,1,New
CPD-0355,train,2,85.56,Stable,0,New
CPD-0356,train,4,107.73,Stable,0,New
CPD-0357,internal_test,,12.34878583,Unstable,1,New
CPD-0358,train,0,54.89,Stable,0,New
CPD-0359,train,3,101.23,Stable,0,Old
CPD-0360,train,2,6.85,Unstable,1,Old
CPD-0361,train,3,120.0,Stable,0,New
CPD-0362,train,4,120.0,Stable,0,New
CPD-0363,train,1,120.0,Stable,0,New
CPD-0364,train,1,120.0,Stable,0,Old
CPD-0365,train,2,113.95,Stable,0,Old
CPD-0366,train,3,44.93,Stable,0,Old
CPD-0367,train,0,118.22,Stable,0,Old
CPD-0368,train,3,120.0,Stable,0,New
CPD-0369,train,0,120.0,Stable,0,Old
CPD-0370,train,2,120.0,Stable,0,New
CPD-0371,train,4,120.0,Stable,0,Old
CPD-0372,train,4,120.0,Stable,0,New
CPD-0373,train,0,120.0,Stable,0,New
CPD-0374,train,0,104.36,Stable,0,Old
CPD-0375,external_test,,120.0,Stable,0,New
CPD-0376,train,4,66.02,Stable,0,New
CPD-0377,train,1,18.6,Unstable,1,Old
CPD-0378,train,0,120.0,Stable,0,New
CPD-0379,train,0,34.12,Stable,0,Old
CPD-0380,external_test,,61.62766264,Stable,0,New
CPD-0381,train,4,54.25,Stable,0,Old
CPD-0382,external_test,,120.0,Stable,0,New
CPD-0383,train,3,120.0,Stable,0,New
CPD-0384,internal_test,,4.61,Unstable,1,Old
CPD-0385,train,2,120.0,Stable,0,Old
CPD-0386,train,1,120.0,Stable,0,Old
CPD-0387,train,3,120.0,Stable,0,Old
CPD-0388,train,2,120.0,Stable,0,Old
CPD-0389,internal_test,,120.0,Stable,0,New
CPD-0390,train,0,55.86,Stable,0,New
CPD-0391,external_test,,120.0,Stable,0,New
CPD-0392,train,0,120.0,Stable,0,New
CPD-0393,internal_test,,117.63,Stable,0,Old
CPD-0394,train,1,79.0,Stable,0,Old
CPD-0395,train,3,120.0,Stable,0,New
CPD-0396,train,0,73.0,Stable,0,Old
CPD-0397,internal_test,,120.0,Stable,0,Old
CPD-0398,train,0,120.0,Stable,0,New
CPD-0399,internal_test,,82.41,Stable,0,New
CPD-0400,train,2,81.25,Stable,0,New
CPD-0401,train,2,90.65,Stable,0,Old
CPD-0402,train,1,75.46,Stable,0,New
CPD-0403,train,4,103.5,Stable,0,Old
CPD-0404,train,3,117.0144037,Stable,0,New
CPD-0405,train,3,93.31,Stable,0,New
CPD-0406,train,0,116.33,Stable,0,New
CPD-0407,train,0,120.0,Stable,0,New
CPD-0408,train,1,120.0,Stable,0,New
CPD-0409,external_test,,120.0,Stable,0,Old
CPD-0410,train,1,78.51,Stable,0,Old
CPD-0411,train,1,120.0,Stable,0,Old
CPD-0412,train,1,120.0,Stable,0,New
CPD-0413,train,3,30.52,Stable,0,Old
CPD-0414,train,4,120.0,Stable,0,New
CPD-0415,train,4,120.0,Stable,0,Old
CPD-0416,train,0,120.0,Stable,0,New
CPD-0417,train,3,120.0,Stable,0,New
CPD-0418,train,0,120.0,Stable,0,Old
CPD-0419,internal_test,,120.0,Stable,0,New
CPD-0420,train,2,120.0,Stable,0,New
CPD-0422,train,3,120.0,Stable,0,New
CPD-0423,external_test,,120.0,Stable,0,New
CPD-0424,train,4,120.0,Stable,0,Old
CPD-0425,internal_test,,120.0,Stable,0,Old
CPD-0426,external_test,,120.0,Stable,0,Old
CPD-0427,external_test,,120.0,Stable,0,New
CPD-0428,internal_test,,120.0,Stable,0,New
CPD-0429,train,1,120.0,Stable,0,Old
CPD-0430,train,2,120.0,Stable,0,New
CPD-0431,external_test,,71.62,Stable,0,New
CPD-0432,train,4,120.0,Stable,0,Old
CPD-0433,train,0,120.0,Stable,0,New
CPD-0434,train,3,97.97,Stable,0,New
CPD-0435,train,3,120.0,Stable,0,New
CPD-0436,external_test,,115.0,Stable,0,New
CPD-0437,train,0,120.0,Stable,0,New
CPD-0438,train,0,120.0,Stable,0,Old
CPD-0439,internal_test,,84.63,Stable,0,New
CPD-0440,train,2,120.0,Stable,0,Old
CPD-0441,internal_test,,16.3,Unstable,1,New
CPD-0442,train,0,120.0,Stable,0,New
CPD-0443,internal_test,,120.0,Stable,0,New
CPD-0444,train,0,48.96,Stable,0,Old
CPD-0446,train,3,120.0,Stable,0,Old
CPD-0447,train,2,47.15827137,Stable,0,New
CPD-0448,train,4,3.5,Unstable,1,New
CPD-0449,train,2,120.0,Stable,0,New
CPD-0450,train,3,120.0,Stable,0,New
CPD-0451,train,2,64.96,Stable,0,New
CPD-0452,train,3,13.55,Unstable,1,New
CPD-0453,train,3,120.0,Stable,0,Old
CPD-0454,train,2,18.15,Unstable,1,Old
CPD-0455,train,3,120.0,Stable,0,Old
CPD-0456,train,4,120.0,Stable,0,Old
CPD-0457,train,4,75.21,Stable,0,New
CPD-0458,train,0,120.0,Stable,0,Old
CPD-0459,internal_test,,51.39,Stable,0,New
CPD-0460,internal_test,,120.0,Stable,0,Old
CPD-0461,train,2,120.0,Stable,0,New
CPD-0462,train,0,120.0,Stable,0,New
CPD-0463,train,1,120.0,Stable,0,New
CPD-0464,train,1,120.0,Stable,0,New
CPD-0465,internal_test,,120.0,Stable,0,Old
CPD-0466,train,1,112.52,Stable,0,New
CPD-0468,train,2,100.1,Stable,0,New
CPD-0469,train,3,49.43,Stable,0,New
CPD-0470,train,1,120.0,Stable,0,New
CPD-0471,train,2,61.12,Stable,0,Old
CPD-0472,train,3,120.0,Stable,0,Old
CPD-0473,train,4,119.5324241,Stable,0,New
CPD-0474,train,4,120.0,Stable,0,Old
CPD-0475,train,1,54.95,Stable,0,New
CPD-0476,train,1,75.4,Stable,0,Old
CPD-0477,train,4,28.13,Unstable,1,New
CPD-0478,train,1,120.0,Stable,0,Old
CPD-0479,internal_test,,17.18,Unstable,1,New
CPD-0480,train,1,120.0,Stable,0,Old
CPD-0481,external_test,,120.0,Stable,0,Old
CPD-0483,train,0,120.0,Stable,0,New
CPD-0484,external_test,,60.79,Stable,0,New
CPD-0485,train,2,117.25,Stable,0,New
CPD-0486,train,4,120.0,Stable,0,New
CPD-0487,train,3,13.35,Unstable,1,Old
CPD-0488,train,1,120.0,Stable,0,New
CPD-0489,train,3,98.25,Stable,0,New
CPD-0490,train,0,120.0,Stable,0,Old
CPD-0491,train,3,120.0,Stable,0,New
CPD-0492,train,1,109.29,Stable,0,Old
CPD-0493,train,0,120.0,Stable,0,New
CPD-0494,train,3,120.0,Stable,0,Old
CPD-0495,train,1,120.0,Stable,0,New
CPD-0496,internal_test,,120.0,Stable,0,New
CPD-0497,train,2,120.0,Stable,0,Old
CPD-0498,train,4,20.66,Unstable,1,Old
CPD-0499,train,3,117.28,Stable,0,Old
CPD-0500,train,1,78.6,Stable,0,Old
CPD-0501,train,1,120.0,Stable,0,Old
CPD-0502,train,2,12.13,Unstable,1,New
CPD-0503,train,2,80.85,Stable,0,New
CPD-0504,external_test,,120.0,Stable,0,Old
CPD-0505,train,2,120.0,Stable,0,New
CPD-0506,train,0,120.0,Stable,0,Old
CPD-0508,internal_test,,77.88,Stable,0,New
CPD-0509,external_test,,120.0,Stable,0,New
CPD-0510,train,0,41.26,Stable,0,New
CPD-0511,train,3,120.0,Stable,0,New
CPD-0512,train,0,120.0,Stable,0,Old
CPD-0513,train,2,120.0,Stable,0,Old
CPD-0515,train,1,120.0,Stable,0,New
CPD-0516,train,2,120.0,Stable,0,New
CPD-0517,internal_test,,112.98,Stable,0,Old
CPD-0518,train,3,120.0,Stable,0,New
CPD-0519,train,3,9.66,Unstable,1,Old
CPD-0520,external_test,,120.0,Stable,0,New
CPD-0521,train,4,120.0,Stable,0,New
CPD-0522,train,0,120.0,Stable,0,Old
CPD-0523,train,3,120.0,Stable,0,New
CPD-0524,train,2,120.0,Stable,0,New
CPD-0525,external_test,,120.0,Stable,0,New
CPD-0526,train,0,120.0,Stable,0,New
CPD-0527,train,0,120.0,Stable,0,New
CPD-0528,train,3,100.97,Stable,0,Old
CPD-0529,train,4,41.81,Stable,0,Old
CPD-0531,train,3,120.0,Stable,0,New
CPD-0532,train,3,112.26,Stable,0,New
CPD-0533,train,4,120.0,Stable,0,New
CPD-0534,train,2,120.0,Stable,0,New
CPD-0535,train,0,34.48,Stable,0,Old
CPD-0537,train,1,120.0,Stable,0,New
CPD-0538,train,3,12.89,Unstable,1,Old
CPD-0539,train,1,23.42,Unstable,1,New
CPD-0540,train,0,111.9382343,Stable,0,New
CPD-0541,train,3,120.0,Stable,0,Old
CPD-0542,external_test,,95.91,Stable,0,Old
CPD-0543,train,2,77.41,Stable,0,New
CPD-0544,train,2,63.15,Stable,0,New
CPD-0545,train,3,94.22,Stable,0,Old
CPD-0546,train,1,44.56,Stable,0,Old
CPD-0547,train,4,120.0,Stable,0,Old
CPD-0548,external_test,,81.85,Stable,0,New
CPD-0549,train,1,120.0,Stable,0,New
CPD-0550,train,3,120.0,Stable,0,New
CPD-0551,train,2,120.0,Stable,0,Old
CPD-0552,train,3,120.0,Stable,0,New
CPD-0553,train,2,0.99,Unstable,1,Old
CPD-0554,external_test,,120.0,Stable,0,Old
CPD-0555,train,4,120.0,Stable,0,Old
CPD-0556,train,0,120.0,Stable,0,New
CPD-0557,train,2,110.57,Stable,0,New
CPD-0558,train,2,120.0,Stable,0,New
CPD-0559,train,0,120.0,Stable,0,Old
CPD-0561,train,1,120.0,Stable,0,New
CPD-0562,train,0,106.59,Stable,0,Old
CPD-0563,train,1,120.0,Stable,0,Old
CPD-0564,external_test,,87.71,Stable,0,New
CPD-0565,train,4,120.0,Stable,0,New
CPD-0566,train,1,120.0,Stable,0,Old
CPD-0567,internal_test,,120.0,Stable,0,New
CPD-0568,train,3,120.0,Stable,0,Old
CPD-0570,train,4,120.0,Stable,0,Old
CPD-0571,train,0,120.0,Stable,0,New
CPD-0572,train,0,120.0,Stable,0,Old
CPD-0573,train,0,92.94,Stable,0,New
CPD-0574,external_test,,80.06,Stable,0,Old
CPD-0575,internal_test,,33.47,Stable,0,Old
CPD-0577,train,2,65.95,Stable,0,Old
CPD-0578,internal_test,,120.0,Stable,0,Old
CPD-0579,train,3,120.0,Stable,0,New
CPD-0580,train,3,120.0,Stable,0,Old
CPD-0581,train,0,120.0,Stable,0,Old
CPD-0582,train,3,120.0,Stable,0,Old
CPD-0583,train,4,120.0,Stable,0,Old
CPD-0584,train,0,120.0,Stable,0,Old
CPD-0585,train,3,120.0,Stable,0,Old
CPD-0586,train,1,83.47,Stable,0,Old
CPD-0587,internal_test,,18.4,Unstable,1,Old
CPD-0588,train,4,102.1981346,Stable,0,New
CPD-0589,train,0,120.0,Stable,0,New
CPD-0591,train,3,120.0,Stable,0,New
CPD-0592,train,4,113.5492548,Stable,0,New
CPD-0593,train,1,120.0,Stable,0,New
CPD-0594,internal_test,,100.91,Stable,0,New
CPD-0595,external_test,,120.0,Stable,0,New
CPD-0596,train,2,98.24,Stable,0,Old
CPD-0597,train,4,8.07,Unstable,1,Old
CPD-0598,external_test,,93.12,Stable,0,Old
CPD-0599,internal_test,,83.32936317,Stable,0,New
CPD-0600,internal_test,,120.0,Stable,0,Old
CPD-0601,train,0,80.23,Stable,0,Old
CPD-0602,train,3,120.0,Stable,0,New
CPD-0603,train,4,110.42,Stable,0,Old
CPD-0604,external_test,,120.0,Stable,0,Old
CPD-0605,train,3,105.12,Stable,0,Old
CPD-0606,external_test,,120.0,Stable,0,New
CPD-0607,train,3,120.0,Stable,0,Old
CPD-0608,train,4,91.99194026,Stable,0,New
CPD-0609,train,1,120.0,Stable,0,Old
CPD-0610,train,1,84.58,Stable,0,Old
CPD-0611,external_test,,120.0,Stable,0,New
CPD-0612,train,0,76.63,Stable,0,Old
CPD-0613,train,4,120.0,Stable,0,New
CPD-0614,internal_test,,120.0,Stable,0,Old
CPD-0616,internal_test,,120.0,Stable,0,New
CPD-0617,train,2,120.0,Stable,0,New
CPD-0618,train,2,120.0,Stable,0,New
CPD-0619,train,0,86.91,Stable,0,Old
CPD-0620,external_test,,120.0,Stable,0,New
CPD-0621,train,1,120.0,Stable,0,Old
CPD-0623,train,2,120.0,Stable,0,Old
CPD-0624,train,3,120.0,Stable,0,Old
CPD-0625,train,2,91.5,Stable,0,New
