compound_id,split,cv_fold,half_life_min,class,binary_class,data_source
CPD-0065,train,4,45.56,Stable,0,Old
CPD-0066,train,1,120.0,Stable,0,New
CPD-0067,train,3,39.88,Stable,0,New
CPD-0069,internal_test,,120.0,Stable,0,New
CPD-0070,internal_test,,120.0,Stable,0,Old
CPD-0071,train,3,120.0,Stable,0,Old
CPD-0072,train,1,120.0,Stable,0,Old
CPD-0073,train,0,1.1,Unstable,1,New
CPD-0074,train,4,73.17,Stable,0,Old
CPD-0075,train,2,120.0,Stable,0,New
CPD-0076,external_test,,39.37,Stable,0,New
CPD-0077,train,4,106.55,Stable,0,Old
CPD-0078,train,0,120.0,Stable,0,New
CPD-0079,internal_test,,120.0,Stable,0,Old
CPD-0080,train,4,120.0,Stable,0,New
CPD-0081,external_test,,120.0,Stable,0,Old
CPD-0082,train,0,120.0,Stable,0,New
CPD-0083,internal_test,,95.88,Stable,0,New
CPD-0084,train,2,11.09,Unstable,1,Old
CPD-0085,train,1,11.52,Unstable,1,Old
CPD-0086,train,0,15.28,Unstable,1,Old
CPD-0087,external_test,,42.94485982,Stable,0,New
CPD-0088,external_test,,120.0,Stable,0,New
CPD-0089,train,1,40.49,Stable,0,New
CPD-0090,train,4,120.0,Stable,0,New
CPD-0091,train,2,120.0,Stable,0,New
CPD-0092,train,3,120.0,Stable,0,New
CPD-0093,train,4,120.0,Stable,0,Old
CPD-0094,train,1,120.0,Stable,0,Old
CPD-0096,train,1,120.0,Stable,0,New
CPD-0097,train,3,120.0,Stable,0,New
CPD-0098,internal_test,,120.0,Stable,0,New
CPD-0099,train,4,120.0,Stable,0,Old
CPD-0100,train,3,120.0,Stable,0,New
CPD-0102,train,4,60.74,Stable,0,New
CPD-0103,train,3,91.45,Stable,0,New
CPD-0104,train,2,85.99,Stable,0,New
CPD-0105,train,4,12.75,Unstable,1,Old
CPD-0106,train,3,120.0,Stable,0,New
CPD-0107,internal_test,,15.49,Unstable,1,New
CPD-0108,train,4,53.19,Stable,0,New
CPD-0109,train,3,53.26,Stable,0,New
CPD-0110,train,3,120.0,Stable,0,Old
CPD-0111,train,1,7.2,Unstable,1,Old
CPD-0112,train,1,5.43,Unstable,1,Old
CPD-0113,external_test,,120.0,Stable,0,Old
CPD-0114,train,3,120.0,Stable,0,Old
CPD-0115,train,4,101.4,Stable,0,Old
CPD-0116,train,0,120.0,Stable,0,New
CPD-0117,train,3,120.0,Stable,0,Old
CPD-0118,internal_test,,68.59,Stable,0,Old
CPD-0119,train,2,95.24,Stable,0,New
CPD-0120,train,4,120.0,Stable,0,New
CPD-0121,internal_test,,120.0,Stable,0,New
CPD-0122,train,2,120.0,Stable,0,New
CPD-0123,train,1,2.0,Unstable,1,New
CPD-0124,train,1,120.0,Stable,0,New
CPD-0125,train,1,120.0,Stable,0,New
CPD-0127,external_test,,21.6,Unstable,1,Old
CPD-0128,external_test,,90.35,Stable,0,New
CPD-0129,train,2,120.0,Stable,0,Old
CPD-0130,train,0,9.95,Unstable,1,Old
CPD-0131,train,0,120.0,Stable,0,New
CPD-0132,train,0,42.4,Stable,0,Old
CPD-0133,train,0,42.5,Stable,0,New
CPD-0134,train,3,15.9317387,Unstable,1,New
CPD-0136,train,2,9.43,Unstable,1,Old
CPD-0137,train,4,120.0,Stable,0,New
CPD-0138,train,1,120.0,Stable,0,New
CPD-0139,train,3,120.0,Stable,0,New
CPD-0140,internal_test,,120.0,Stable,0,New
CPD-0142,train,1,15.14,Unstable,1,Old
CPD-0143,train,2,0.9,Unstable,1,Old
CPD-0144,train,0,120.0,Stable,0,Old
CPD-0145,train,4,66.55,Stable,0,Old
CPD-0146,train,3,120.0,Stable,0,New
CPD-0147,train,1,120.0,Stable,0,New
CPD-0148,external_test,,90.83,Stable,0,New
CPD-0149,external_test,,57.9,Stable,0,New
CPD-0150,train,4,120.0,Stable,0,New
CPD-0151,external_test,,120.0,Stable,0,New
CPD-0152,train,2,120.0,Stable,0,Old
CPD-0153,train,1,83.98,Stable,0,Old
CPD-0154,train,4,73.32179802,Stable,0,New
CPD-0155,train,0,46.41,Stable,0,Old
CPD-0156,train,2,120.0,Stable,0,Old
CPD-0157,train,1,120.0,Stable,0,New
CPD-0158,train,0,120.0,Stable,0,New
CPD-0159,train,3,120.0,Stable,0,New
CPD-0160,train,3,24.81,Unstable,1,New
CPD-0161,train,1,120.0,Stable,0,New
CPD-0162,internal_test,,120.0,Stable,0,Old
CPD-0163,train,2,120.0,Stable,0,New
CPD-0164,train,4,120.0,Stable,0,Old
CPD-0165,train,4,46.37,Stable,0,Old
CPD-0166,train,3,105.48,Stable,0,Old
CPD-0167,train,3,120.0,Stable,0,New
CPD-0168,external_test,,61.89,Stable,0,Old
CPD-0169,train,3,83.98,Stable,0,New
CPD-0170,train,0,120.0,Stable,0,New
CPD-0171,train,1,120.0,Stable,0,Old
CPD-0172,train,4,111.1039699,Stable,0,New
CPD-0173,train,3,120.0,Stable,0,New
CPD-0174,train,1,3.11,Unstable,1,Old
CPD-0175,train,2,92.54,Stable,0,Old
CPD-0176,external_test,,82.24,Stable,0,Old
CPD-0177,train,2,52.67,Stable,0,New
CPD-0178,train,2,52.33,Stable,0,New
CPD-0179,train,1,65.09,Stable,0,Old
CPD-0180,internal_test,,58.12,Stable,0,Old
CPD-0181,train,1,120.0,Stable,0,New
CPD-0182,train,0,120.0,Stable,0,Old
CPD-0183,external_test,,5.37,Unstable,1,New
CPD-0184,train,1,120.0,Stable,0,New
CPD-0185,train,0,120.0,Stable,0,New
CPD-0186,train,3,95.61,Stable,0,New
CPD-0187,train,2,120.0,Stable,0,New
CPD-0188,external_test,,120.0,Stable,0,New
CPD-0189,train,2,120.0,Stable,0,New
CPD-0190,train,0,31.21,Stable,0,Old
CPD-0191,train,1,120.0,Stable,0,Old
CPD-0192,train,4,120.0,Stable,0,New
CPD-0193,train,4,120.0,Stable,0,New
CPD-0194,external_test,,6.16,Unstable,1,Old
CPD-0195,internal_test,,120.0,Stable,0,New
CPD-0196,internal_test,,8.5,Unstable,1,Old
CPD-0197,external_test,,114.23,Stable,0,Old
CPD-0198,internal_test,,118.92,Stable,0,New
CPD-0199,train,1,5.56,Unstable,1,New
CPD-0200,train,0,114.13,Stable,0,New
CPD-0201,train,4,3.84,Unstable,1,Old
CPD-0202,train,2,0.83,Unstable,1,Old
CPD-0203,external_test,,4.7,Unstable,1,New
CPD-0204,train,4,120.0,Stable,0,New
CPD-0205,external_test,,116.68,Stable,0,New
CPD-0206,train,0,120.0,Stable,0,New
CPD-0207,train,3,120.0,Stable,0,New
CPD-0208,train,2,120.0,Stable,0,New
CPD-0209,train,2,120.0,Stable,0,New
CPD-0210,train,0,120.0,Stable,0,New
CPD-0211,train,2,120.0,Stable,0,Old
CPD-0212,train,4,120.0,Stable,0,New
CPD-0213,external_test,,7.42,Unstable,1,New
CPD-0214,train,2,92.54,Stable,0,Old
CPD-0215,train,3,46.25,Stable,0,Old
CPD-0216,train,3,120.0,Stable,0,New
CPD-0217,internal_test,,76.2,Stable,0,Old
CPD-0218,train,1,120.0,Stable,0,New
CPD-0219,train,3,60.56,Stable,0,Old
CPD-0220,train,4,120.0,Stable,0,New
CPD-0221,train,3,65.49,Stable,0,New
CPD-0222,train,1,120.0,Stable,0,Old
CPD-0223,train,1,87.59,Stable,0,Old
CPD-0224,train,4,119.66,Stable,0,Old
CPD-0225,train,4,106.53,Stable,0,Old
CPD-0226,train,4,57.5,Stable,0,Old
CPD-0227,train,4,120.0,Stable,0,New
CPD-0228,train,2,120.0,Stable,0,New
CPD-0229,train,1,12.81,Unstable,1,Old
CPD-0230,train,4,65.03237648,Stable,0,New
CPD-0231,external_test,,113.69,Stable,0,New
CPD-0232,internal_test,,120.0,Stable,0,New
CPD-0233,train,0,120.0,Stable,0,New
CPD-0234,train,1,120.0,Stable,0,Old
CPD-0235,internal_test,,120.0,Stable,0,New
CPD-0236,external_test,,120.0,Stable,0,New
CPD-0237,train,4,94.27,Stable,0,New
CPD-0238,internal_test,,91.58,Stable,0,Old
CPD-0241,train,4,120.0,Stable,0,New
CPD-0243,train,3,120.0,Stable,0,New
CPD-0244,train,2,120.0,Stable,0,New
CPD-0245,train,4,101.59,Stable,0,Old
CPD-0247,external_test,,120.0,Stable,0,New
CPD-0248,train,1,2.0,Unstable,1,Old
CPD-0249,train,1,120.0,Stable,0,New
CPD-0250,external_test,,90.93,Stable,0,New
CPD-0251,train,4,38.61,Stable,0,Old
CPD-0252,train,3,19.47,Unstable,1,Old
CPD-0253,external_test,,8.97,Unstable,1,Old
CPD-0255,train,4,120.0,Stable,0,New
CPD-0256,train,3,120.0,Stable,0,Old
CPD-0257,train,3,106.1,Stable,0,Old
CPD-0258,train,3,120.0,Stable,0,Old
CPD-0259,external_test,,29.08,Unstable,1,Old
CPD-0260,train,2,10.57,Unstable,1,Old
CPD-0262,train,4,120.0,Stable,0,New
CPD-0263,train,0,17.24,Unstable,1,New
CPD-0264,train,2,117.43,Stable,0,Old
CPD-0265,train,0,120.0,Stable,0,Old
CPD-0266,train,3,120.0,Stable,0,New
CPD-0267,train,3,120.0,Stable,0,New
CPD-0268,train,1,49.29,Stable,0,New
CPD-0269,train,4,100.49,Stable,0,Old
CPD-0270,external_test,,120.0,Stable,0,New
CPD-0271,train,3,25.22,Unstable,1,Old
CPD-0272,train,2,120.0,Stable,0,New
CPD-0273,train,4,120.0,Stable,0,New
CPD-0274,external_test,,3.29,Unstable,1,Old
CPD-0275,train,2,120.0,Stable,0,New
CPD-0276,train,4,91.19,Stable,0,Old
CPD-0277,external_test,,120.0,Stable,0,New
CPD-0278,train,3,91.59,Stable,0,Old
CPD-0279,train,2,108.6,Stable,0,Old
CPD-0280,train,0,58.97,Stable,0,Old
CPD-0281,train,1,100.65,Stable,0,New
CPD-0282,train,1,120.0,Stable,0,New
CPD-0283,train,4,120.0,Stable,0,Old
CPD-0284,train,2,120.0,Stable,0,New
CPD-0285,train,2,116.0,Stable,0,New
CPD-0286,train,1,120.0,Stable,0,New
CPD-0287,internal_test,,120.0,Stable,0,New
CPD-0289,internal_test,,120.0,Stable,0,Old
CPD-0290,external_test,,110.61,Stable,0,Old
CPD-0291,train,1,120.0,Stable,0,Old
CPD-0292,train,4,120.0,Stable,0,New
CPD-0293,train,4,120.0,Stable,0,Old
CPD-0294,train,3,120.0,Stable,0,New
CPD-0295,train,4,120.0,Stable,0,Old
CPD-0296,train,1,120.0,Stable,0,New
CPD-0297,train,4,120.0,Stable,0,New
CPD-0298,external_test,,120.0,Stable,0,Old
CPD-0299,train,4,120.0,Stable,0,Old
CPD-0300,train,3,106.29,Stable,0,New
CPD-0301,train,4,120.0,Stable,0,New
CPD-0302,internal_test,,104.71,Stable,0,Old
CPD-0303,train,3,120.0,Stable,0,New
CPD-0304,train,2,120.0,Stable,0,Old
CPD-0305,train,2,39.54,Stable,0,Old
CPD-0306,train,2,105.19,Stable,0,Old
CPD-0307,external_test,,120.0,Stable,0,New
CPD-0308,train,2,120.0,Stable,0,New
CPD-0309,train,0,120.0,Stable,0,Old
CPD-0310,train,0,78.08,Stable,0,New
CPD-0311,train,4,120.0,Stable,0,New
CPD-0312,train,1,11.62,Unstable,1,Old
CPD-0313,internal_test,,112.07,Stable,0,Old
CPD-0314,train,2,120.0,Stable,0,New
CPD-0315,train,1,120.0,Stable,0,New
CPD-0316,train,0,97.48,Stable,0,Old
CPD-0317,train,0,40.01,Stable,0,Old
CPD-0318,train,4,120.0,Stable,0,Old
CPD-0320,train,0,30.93,Stable,0,Old
CPD-0321,train,3,65.88343904,Stable,0,New
CPD-0322,train,0,120.0,Stable,0,Old
CPD-0323,train,1,82.0,Stable,0,New
CPD-0324,train,1,109.9999394,Stable,0,New
CPD-0325,train,3,120.0,Stable,0,Old
CPD-0326,train,3,77.27,Stable,0,Old
CPD-0327,train,4,120.0,Stable,0,Old
CPD-0328,train,1,120.0,Stable,0,Old
CPD-0329,train,1,120.0,Stable,0,New
CPD-0330,internal_test,,120.0,Stable,0,New
CPD-0331,internal_test,,120.0,Stable,0,New
CPD-0332,train,0,120.0,Stable,0,New
CPD-0333,train,3,120.0,Stable,0,Old
CPD-0334,train,1,113.69,Stable,0,Old
CPD-0335,train,2,32.42,Stable,0,New
CPD-0338,train,3,1.64,Unstable,1,Old
CPD-0339,external_test,,54.9,Stable,0,New
CPD-0340,train,3,81.21442644,Stable,0,New
CPD-0341,train,1,10.47,Unstable,1,Old
CPD-0342,train,1,120.0,Stable,0,New
CPD-0343,train,4,11.03,Unstable,1,Old
CPD-0344,train,0,33.35,Stable,0,Old
CPD-0345,train,0,120.0,Stable,0,Old
CPD-0346,train,2,8.59,Unstable,1,New
CPD-0347,train,3,40.69,Stable,0,Old
CPD-0348,train,3,107.47,Stable,0,New
CPD-0349,external_test,,47.87,Stable,0,Old
CPD-0350,internal_test,,120.0,Stable,0,Old
CPD-0351,train,4,120.0,Stable,0,Old
CPD-0352,train,2,120.0,Stable,0,New
CPD-0353,train,4,112.81,Stable,0,New
CPD-0354,train,4,53.44,Stable,0,New
CPD-0355,train,2,120.0,Stable,0,New
CPD-0356,train,0,83.16,Stable,0,New
CPD-0357,internal_test,,57.75392657,Stable,0,New
CPD-0358,train,0,104.25,Stable,0,New
CPD-0359,train,3,94.75,Stable,0,Old
CPD-0360,internal_test,,2.03,Unstable,1,Old
CPD-0361,train,3,65.38501973,Stable,0,New
CPD-0362,train,0,120.0,Stable,0,New
CPD-0363,train,0,120.0,Stable,0,New
CPD-0364,train,1,120.0,Stable,0,Old
CPD-0365,train,2,5.81,Unstable,1,Old
CPD-0366,train,3,111.05,Stable,0,Old
CPD-0367,train,0,9.04,Unstable,1,Old
CPD-0368,train,0,120.0,Stable,0,New
CPD-0369,train,0,120.0,Stable,0,Old
CPD-0370,train,2,120.0,Stable,0,New
CPD-0371,train,1,120.0,Stable,0,Old
CPD-0372,train,4,120.0,Stable,0,New
CPD-0373,train,3,120.0,Stable,0,New
CPD-0374,train,0,120.0,Stable,0,Old
CPD-0375,external_test,,120.0,Stable,0,New
CPD-0376,train,0,120.0,Stable,0,New
CPD-0377,train,1,120.0,Stable,0,Old
CPD-0378,train,0,41.73,Stable,0,New
CPD-0379,train,2,4.0,Unstable,1,Old
CPD-0380,external_test,,72.73824563,Stable,0,New
CPD-0382,external_test,,120.0,Stable,0,New
CPD-0383,train,3,90.59,Stable,0,New
CPD-0384,internal_test,,2.27,Unstable,1,Old
CPD-0385,train,2,76.84,Stable,0,Old
CPD-0386,train,1,120.0,Stable,0,Old
CPD-0387,train,2,120.0,Stable,0,Old
CPD-0388,train,0,81.18,Stable,0,Old
CPD-0389,internal_test,,120.0,Stable,0,New
CPD-0390,train,2,91.48,Stable,0,New
CPD-0391,external_test,,79.33,Stable,0,New
CPD-0392,train,2,97.21,Stable,0,New
CPD-0393,internal_test,,108.88,Stable,0,Old
CPD-0394,train,1,14.91,Unstable,1,Old
CPD-0395,train,1,120.0,Stable,0,New
CPD-0396,train,0,80.27,Stable,0,Old
CPD-0397,internal_test,,120.0,Stable,0,Old
CPD-0398,train,0,120.0,Stable,0,New
CPD-0399,internal_test,,24.62,Unstable,1,New
CPD-0400,train,3,105.0,Stable,0,New
CPD-0401,train,3,26.62,Unstable,1,Old
CPD-0403,train,3,0.82,Unstable,1,Old
CPD-0404,train,3,87.21586039,Stable,0,New
CPD-0405,train,0,120.0,Stable,0,New
CPD-0406,train,1,120.0,Stable,0,New
CPD-0407,train,3,120.0,Stable,0,New
CPD-0408,train,0,120.0,Stable,0,New
CPD-0409,external_test,,61.56,Stable,0,Old
CPD-0410,train,1,30.42,Stable,0,Old
CPD-0411,train,3,82.76,Stable,0,Old
CPD-0412,train,4,120.0,Stable,0,New
CPD-0413,train,2,12.58,Unstable,1,Old
CPD-0414,train,2,120.0,Stable,0,New
CPD-0415,train,1,98.16,Stable,0,Old
CPD-0416,train,3,120.0,Stable,0,New
CPD-0417,train,3,108.396254,Stable,0,New
CPD-0418,train,0,120.0,Stable,0,Old
CPD-0419,internal_test,,120.0,Stable,0,New
CPD-0420,train,2,120.0,Stable,0,New
CPD-0421,train,4,120.0,Stable,0,New
CPD-0422,train,2,97.71,Stable,0,New
CPD-0423,external_test,,120.0,Stable,0,New
CPD-0424,train,4,72.89,Stable,0,Old
CPD-0425,internal_test,,68.92,Stable,0,Old
CPD-0426,external_test,,99.05,Stable,0,Old
CPD-0427,external_test,,120.0,Stable,0,New
CPD-0428,internal_test,,120.0,Stable,0,New
CPD-0429,train,1,120.0,Stable,0,Old
CPD-0430,train,2,120.0,Stable,0,New
CPD-0431,external_test,,120.0,Stable,0,New
CPD-0432,train,2,120.0,Stable,0,Old
CPD-0433,train,2,120.0,Stable,0,New
CPD-0434,train,1,120.0,Stable,0,New
CPD-0435,train,4,120.0,Stable,0,New
CPD-0436,external_test,,22.94,Unstable,1,New
CPD-0437,train,2,120.0,Stable,0,New
CPD-0438,train,0,120.0,Stable,0,Old
CPD-0439,internal_test,,72.66,Stable,0,New
CPD-0440,internal_test,,120.0,Stable,0,Old
CPD-0441,external_test,,120.0,Stable,0,New
CPD-0442,train,1,16.83,Unstable,1,New
CPD-0443,internal_test,,120.0,Stable,0,New
CPD-0444,train,2,77.05,Stable,0,Old
CPD-0445,train,2,120.0,Stable,0,Old
CPD-0446,train,4,120.0,Stable,0,Old
CPD-0447,train,2,120.0,Stable,0,New
CPD-0448,train,4,7.482935751,Unstable,1,New
CPD-0449,train,2,120.0,Stable,0,New
CPD-0450,train,3,120.0,Stable,0,New
CPD-0451,train,4,87.09,Stable,0,New
CPD-0452,train,1,13.21,Unstable,1,New
CPD-0453,train,1,26.06,Unstable,1,Old
CPD-0454,train,3,24.63,Unstable,1,Old
CPD-0455,train,3,120.0,Stable,0,Old
CPD-0456,train,1,65.21,Stable,0,Old
CPD-0457,train,2,67.26,Stable,0,New
CPD-0459,external_test,,120.0,Stable,0,New
CPD-0460,internal_test,,69.95,Stable,0,Old
CPD-0461,internal_test,,120.0,Stable,0,New
CPD-0462,train,1,120.0,Stable,0,New
CPD-0463,train,3,120.0,Stable,0,New
CPD-0465,internal_test,,92.4,Stable,0,Old
CPD-0466,train,1,95.33,Stable,0,New
CPD-0468,train,1,120.0,Stable,0,New
CPD-0469,train,2,95.55,Stable,0,New
CPD-0470,train,3,115.86,Stable,0,New
CPD-0471,train,3,112.31,Stable,0,Old
CPD-0472,train,3,120.0,Stable,0,Old
CPD-0473,train,4,70.36960332,Stable,0,New
CPD-0474,train,2,120.0,Stable,0,Old
CPD-0475,train,2,75.02,Stable,0,New
CPD-0476,train,1,34.39,Stable,0,Old
CPD-0477,train,1,44.74,Stable,0,New
CPD-0478,train,1,120.0,Stable,0,Old
CPD-0479,internal_test,,25.5,Unstable,1,New
CPD-0480,train,1,120.0,Stable,0,Old
CPD-0481,external_test,,8.19,Unstable,1,Old
CPD-0482,train,1,120.0,Stable,0,Old
CPD-0483,train,3,107.76,Stable,0,New
CPD-0484,external_test,,120.0,Stable,0,New
CPD-0485,train,2,120.0,Stable,0,New
CPD-0486,train,1,120.0,Stable,0,New
CPD-0487,train,3,1.9,Unstable,1,Old
CPD-0488,train,3,120.0,Stable,0,New
CPD-0489,train,0,77.46,Stable,0,New
CPD-0490,train,0,120.0,Stable,0,Old
CPD-0491,train,3,79.55698328,Stable,0,New
CPD-0492,train,0,91.18,Stable,0,Old
CPD-0493,train,0,120.0,Stable,0,New
CPD-0494,train,3,20.24,Unstable,1,Old
CPD-0495,train,2,79.38,Stable,0,New
CPD-0496,internal_test,,120.0,Stable,0,New
CPD-0497,train,0,120.0,Stable,0,Old
CPD-0498,train,4,120.0,Stable,0,Old
CPD-0499,train,2,41.52,Stable,0,Old
CPD-0500,train,4,120.0,Stable,0,Old
CPD-0501,train,3,120.0,Stable,0,Old
CPD-0502,train,3,120.0,Stable,0,New
CPD-0503,train,2,103.31,Stable,0,New
CPD-0504,external_test,,19.05,Unstable,1,Old
CPD-0505,train,2,116.27,Stable,0,New
CPD-0506,train,0,120.0,Stable,0,Old
CPD-0507,train,3,120.0,Stable,0,New
CPD-0508,internal_test,,120.0,Stable,0,New
CPD-0509,external_test,,120.0,Stable,0,New
CPD-0510,train,0,8.76,Unstable,1,New
CPD-0511,train,3,111.74,Stable,0,New
CPD-0512,train,4,105.22,Stable,0,Old
CPD-0513,train,4,18.66,Unstable,1,Old
CPD-0514,external_test,,120.0,Stable,0,New
CPD-0515,train,3,120.0,Stable,0,New
CPD-0516,train,4,120.0,Stable,0,New
CPD-0517,internal_test,,30.43,Stable,0,Old
CPD-0518,train,0,105.9873648,Stable,0,New
CPD-0519,train,4,2.5,Unstable,1,Old
CPD-0520,external_test,,120.0,Stable,0,New
CPD-0521,train,1,120.0,Stable,0,New
CPD-0522,train,0,120.0,Stable,0,Old
CPD-0523,train,0,103.71,Stable,0,New
CPD-0524,train,4,107.96,Stable,0,New
CPD-0525,external_test,,120.0,Stable,0,New
CPD-0526,train,0,86.17,Stable,0,New
CPD-0527,train,2,120.0,Stable,0,New
CPD-0528,train,4,29.07,Unstable,1,Old
CPD-0529,train,2,13.76,Unstable,1,Old
CPD-0530,train,1,97.39637837,Stable,0,New
CPD-0531,train,3,120.0,Stable,0,New
CPD-0532,train,1,120.0,Stable,0,New
CPD-0533,train,4,89.88927347,Stable,0,New
CPD-0534,train,3,120.0,Stable,0,New
CPD-0535,train,0,70.91,Stable,0,Old
CPD-0536,train,1,107.3,Stable,0,Old
CPD-0537,train,1,120.0,Stable,0,New
CPD-0538,train,3,120.0,Stable,0,Old
CPD-0540,train,4,97.91530355,Stable,0,New
CPD-0541,train,3,120.0,Stable,0,Old
CPD-0542,external_test,,24.31,Unstable,1,Old
CPD-0543,train,3,66.94,Stable,0,New
CPD-0544,train,4,108.55,Stable,0,New
CPD-0545,train,1,120.0,Stable,0,Old
CPD-0546,train,1,25.89,Unstable,1,Old
CPD-0547,train,2,120.0,Stable,0,Old
CPD-0548,external_test,,120.0,Stable,0,New
CPD-0549,train,3,120.0,Stable,0,New
CPD-0550,train,3,120.0,Stable,0,New
CPD-0551,train,2,120.0,Stable,0,Old
CPD-0552,train,3,120.0,Stable,0,New
CPD-0553,train,4,120.0,Stable,0,Old
CPD-0554,external_test,,120.0,Stable,0,Old
CPD-0555,train,4,91.89,Stable,0,Old
CPD-0556,train,0,92.83,Stable,0,New
CPD-0557,train,1,120.0,Stable,0,New
CPD-0558,train,2,120.0,Stable,0,New
CPD-0559,train,3,58.83,Stable,0,Old
CPD-0560,train,4,79.17,Stable,0,New
CPD-0561,train,1,120.0,Stable,0,New
CPD-0562,train,0,74.12,Stable,0,Old
CPD-0563,train,1,109.52,Stable,0,Old
CPD-0564,external_test,,120.0,Stable,0,New
CPD-0565,train,4,120.0,Stable,0,New
CPD-0566,train,1,120.0,Stable,0,Old
CPD-0567,internal_test,,82.41,Stable,0,New
CPD-0568,train,3,120.0,Stable,0,Old
CPD-0569,train,2,13.29,Unstable,1,New
CPD-0570,train,2,13.79,Unstable,1,Old
CPD-0571,train,2,120.0,Stable,0,New
CPD-0572,train,3,120.0,Stable,0,Old
CPD-0573,train,0,120.0,Stable,0,New
CPD-0574,external_test,,63.61,Stable,0,Old
CPD-0575,internal_test,,40.9,Stable,0,Old
CPD-0576,train,4,120.0,Stable,0,New
CPD-0577,train,4,58.54,Stable,0,Old
CPD-0578,internal_test,,41.37,Stable,0,Old
CPD-0579,train,0,120.0,Stable,0,New
CPD-0580,train,3,67.94,Stable,0,Old
CPD-0581,train,0,120.0,Stable,0,Old
CPD-0582,train,3,72.94,Stable,0,Old
CPD-0583,train,4,120.0,Stable,0,Old
CPD-0584,train,3,96.92,Stable,0,Old
CPD-0585,train,3,20.57,Unstable,1,Old
CPD-0586,train,2,2.42,Unstable,1,Old
CPD-0587,internal_test,,120.0,Stable,0,Old
CPD-0588,train,4,112.1334205,Stable,0,New
CPD-0589,train,2,120.0,Stable,0,New
CPD-0590,train,3,120.0,Stable,0,New
CPD-0591,train,0,120.0,Stable,0,New
CPD-0592,train,4,120.0,Stable,0,New
CPD-0593,train,2,80.9,Stable,0,New
CPD-0594,internal_test,,29.43,Unstable,1,New
CPD-0595,external_test,,120.0,Stable,0,New
CPD-0596,train,2,107.87,Stable,0,Old
CPD-0597,train,0,0.94,Unstable,1,Old
CPD-0598,external_test,,120.0,Stable,0,Old
CPD-0599,internal_test,,120.0,Stable,0,New
CPD-0600,internal_test,,120.0,Stable,0,Old
CPD-0601,train,0,72.77,Stable,0,Old
CPD-0602,train,2,120.0,Stable,0,New
CPD-0603,train,1,32.31,Stable,0,Old
CPD-0604,external_test,,120.0,Stable,0,Old
CPD-0606,external_test,,120.0,Stable,0,New
CPD-0607,train,4,97.1,Stable,0,Old
CPD-0608,train,4,120.0,Stable,0,New
