compound_id,split,cv_fold,half_life_min,class,binary_class,data_source
CPD-0134,train,1,10.32715708,Unstable,1,New
CPD-0135,internal_test,,101.41,Stable,0,New
CPD-0138,train,1,109.9,Stable,0,New
CPD-0140,internal_test,,120.0,Stable,0,New
CPD-0146,train,2,120.0,Stable,0,New
CPD-0148,external_test,,106.23,Stable,0,New
CPD-0149,external_test,,120.0,Stable,0,New
CPD-0150,train,3,114.41,Stable,0,New
CPD-0151,internal_test,,120.0,Stable,0,New
CPD-0154,train,1,57.68141572,Stable,0,New
CPD-0157,train,1,120.0,Stable,0,New
CPD-0158,train,2,120.0,Stable,0,New
CPD-0161,train,3,110.8,Stable,0,New
CPD-0169,train,1,120.0,Stable,0,New
CPD-0172,train,1,54.48102508,Stable,0,New
CPD-0177,train,0,120.0,Stable,0,New
CPD-0178,train,0,120.0,Stable,0,New
CPD-0181,train,1,120.0,Stable,0,New
CPD-0183,external_test,,0.58,Unstable,1,New
CPD-0185,train,3,106.56,Stable,0,New
CPD-0188,external_test,,120.0,Stable,0,New
CPD-0189,train,0,120.0,Stable,0,New
CPD-0193,train,0,120.0,Stable,0,New
CPD-0198,internal_test,,99.09,Stable,0,New
CPD-0199,train,2,5.73,Unstable,1,New
CPD-0200,train,4,120.0,Stable,0,New
CPD-0203,external_test,,5.24,Unstable,1,New
CPD-0204,train,2,103.37,Stable,0,New
CPD-0205,internal_test,,120.0,Stable,0,New
CPD-0206,train,0,70.93,Stable,0,New
CPD-0207,train,2,120.0,Stable,0,New
CPD-0208,train,0,120.0,Stable,0,New
CPD-0209,train,0,120.0,Stable,0,New
CPD-0210,train,1,120.0,Stable,0,New
CPD-0213,external_test,,81.51,Stable,0,New
CPD-0218,train,1,120.0,Stable,0,New
CPD-0220,train,1,107.57,Stable,0,New
CPD-0227,train,1,120.0,Stable,0,New
CPD-0228,train,0,120.0,Stable,0,New
CPD-0230,train,4,85.3775785,Stable,0,New
CPD-0235,train,1,120.0,Stable,0,New
CPD-0236,external_test,,114.9509088,Stable,0,New
CPD-0237,train,0,120.0,Stable,0,New
CPD-0241,train,4,120.0,Stable,0,New
CPD-0243,train,2,120.0,Stable,0,New
CPD-0244,train,0,120.0,Stable,0,New
CPD-0247,external_test,,120.0,Stable,0,New
CPD-0249,train,2,120.0,Stable,0,New
CPD-0250,external_test,,14.57,Unstable,1,New
CPD-0261,train,4,120.0,Stable,0,New
CPD-0263,train,4,120.0,Stable,0,New
CPD-0268,train,4,78.97,Stable,0,New
CPD-0270,external_test,,97.33,Stable,0,New
CPD-0273,train,0,100.0,Stable,0,New
CPD-0275,train,0,120.0,Stable,0,New
CPD-0282,internal_test,,120.0,Stable,0,New
CPD-0284,train,0,120.0,Stable,0,New
CPD-0286,train,4,110.94,Stable,0,New
CPD-0287,internal_test,,120.0,Stable,0,New
CPD-0294,train,2,120.0,Stable,0,New
CPD-0297,train,4,96.67,Stable,0,New
CPD-0300,train,2,26.38,Unstable,1,New
CPD-0301,train,1,120.0,Stable,0,New
CPD-0303,train,4,120.0,Stable,0,New
CPD-0307,external_test,,120.0,Stable,0,New
CPD-0308,train,0,120.0,Stable,0,New
CPD-0310,train,2,100.57,Stable,0,New
CPD-0315,train,1,120.0,Stable,0,New
CPD-0321,train,1,120.0,Stable,0,New
CPD-0329,train,3,102.91,Stable,0,New
CPD-0330,train,3,120.0,Stable,0,New
CPD-0331,train,2,120.0,Stable,0,New
CPD-0332,train,2,120.0,Stable,0,New
CPD-0335,train,3,22.05,Unstable,1,New
CPD-0339,external_test,,50.76,Stable,0,New
CPD-0340,internal_test,,120.0,Stable,0,New
CPD-0342,train,2,120.0,Stable,0,New
CPD-0352,train,4,120.0,Stable,0,New
CPD-0354,train,3,36.69,Stable,0,New
CPD-0355,train,0,120.0,Stable,0,New
CPD-0356,train,0,120.0,Stable,0,New
CPD-0358,train,4,118.18,Stable,0,New
CPD-0361,train,2,9.390228346,Unstable,1,New
CPD-0362,train,0,99.8,Stable,0,New
CPD-0363,train,4,105.85,Stable,0,New
CPD-0368,train,1,120.0,Stable,0,New
CPD-0370,train,0,120.0,Stable,0,New
CPD-0373,train,0,120.0,Stable,0,New
CPD-0375,external_test,,120.0,Stable,0,New
CPD-0376,train,2,120.0,Stable,0,New
CPD-0378,train,4,40.7,Stable,0,New
CPD-0380,external_test,,120.0,Stable,0,New
CPD-0382,external_test,,120.0,Stable,0,New
CPD-0389,train,0,120.0,Stable,0,New
CPD-0390,train,1,120.0,Stable,0,New
CPD-0391,external_test,,111.11,Stable,0,New
CPD-0392,train,3,75.76,Stable,0,New
CPD-0398,train,3,120.0,Stable,0,New
CPD-0400,train,2,101.92,Stable,0,New
CPD-0402,train,4,120.0,Stable,0,New
CPD-0404,train,2,71.28364326,Stable,0,New
CPD-0405,train,3,96.37,Stable,0,New
CPD-0407,train,1,120.0,Stable,0,New
CPD-0414,train,1,120.0,Stable,0,New
CPD-0416,train,1,120.0,Stable,0,New
CPD-0417,train,2,120.0,Stable,0,New
CPD-0419,train,3,38.16445842,Stable,0,New
CPD-0420,train,0,120.0,Stable,0,New
CPD-0422,train,3,120.0,Stable,0,New
CPD-0423,external_test,,84.6655187,Stable,0,New
CPD-0428,internal_test,,120.0,Stable,0,New
CPD-0430,train,0,120.0,Stable,0,New
CPD-0431,external_test,,120.0,Stable,0,New
CPD-0434,train,1,120.0,Stable,0,New
CPD-0435,train,4,120.0,Stable,0,New
CPD-0447,external_test,,120.0,Stable,0,New
CPD-0448,train,0,3.22,Unstable,1,New
CPD-0449,train,0,120.0,Stable,0,New
CPD-0450,train,0,120.0,Stable,0,New
CPD-0451,train,4,105.94,Stable,0,New
CPD-0452,train,3,11.88,Unstable,1,New
CPD-0459,internal_test,,120.0,Stable,0,New
CPD-0463,train,2,120.0,Stable,0,New
CPD-0466,train,1,120.0,Stable,0,New
CPD-0467,train,4,120.0,Stable,0,New
CPD-0468,train,1,95.01,Stable,0,New
CPD-0470,train,2,120.0,Stable,0,New
CPD-0473,train,1,56.06447191,Stable,0,New
CPD-0475,train,3,120.0,Stable,0,New
CPD-0479,train,4,23.64,Unstable,1,New
CPD-0483,train,3,30.34,Stable,0,New
CPD-0484,external_test,,120.0,Stable,0,New
CPD-0486,train,0,120.0,Stable,0,New
CPD-0491,train,2,120.0,Stable,0,New
CPD-0493,train,3,120.0,Stable,0,New
CPD-0496,train,2,120.0,Stable,0,New
CPD-0503,train,0,95.19,Stable,0,New
CPD-0509,external_test,,120.0,Stable,0,New
CPD-0510,train,4,15.38,Unstable,1,New
CPD-0514,external_test,,120.0,Stable,0,New
CPD-0516,train,0,120.0,Stable,0,New
CPD-0518,train,4,120.0,Stable,0,New
CPD-0520,internal_test,,120.0,Stable,0,New
CPD-0521,train,2,78.98180026,Stable,0,New
CPD-0523,train,3,107.73,Stable,0,New
CPD-0524,train,3,103.17,Stable,0,New
CPD-0525,external_test,,120.0,Stable,0,New
CPD-0526,train,4,67.31,Stable,0,New
CPD-0527,train,4,120.0,Stable,0,New
CPD-0531,train,2,120.0,Stable,0,New
CPD-0533,train,1,120.0,Stable,0,New
CPD-0534,train,3,120.0,Stable,0,New
CPD-0539,train,4,29.49,Unstable,1,New
CPD-0540,train,1,120.0,Stable,0,New
CPD-0544,train,2,109.21,Stable,0,New
CPD-0548,external_test,,120.0,Stable,0,New
CPD-0549,train,3,120.0,Stable,0,New
CPD-0552,train,0,120.0,Stable,0,New
CPD-0556,train,2,120.0,Stable,0,New
CPD-0557,train,3,120.0,Stable,0,New
CPD-0558,train,0,120.0,Stable,0,New
CPD-0561,train,1,120.0,Stable,0,New
CPD-0564,internal_test,,55.2,Stable,0,New
CPD-0571,train,3,120.0,Stable,0,New
CPD-0579,train,3,109.24,Stable,0,New
CPD-0588,train,1,120.0,Stable,0,New
CPD-0589,train,0,120.0,Stable,0,New
CPD-0591,train,0,120.0,Stable,0,New
CPD-0592,train,1,81.77102549,Stable,0,New
CPD-0593,train,3,96.3,Stable,0,New
CPD-0599,internal_test,,120.0,Stable,0,New
CPD-0602,train,2,120.0,Stable,0,New
CPD-0606,external_test,,120.0,Stable,0,New
CPD-0608,train,1,120.0,Stable,0,New
CPD-0611,external_test,,120.0,Stable,0,New
CPD-0613,train,3,120.0,Stable,0,New
CPD-0615,train,3,120.0,Stable,0,New
CPD-0616,internal_test,,120.0,Stable,0,New
CPD-0618,train,2,120.0,Stable,0,New
CPD-0620,external_test,,73.13,Stable,0,New
CPD-0625,train,0,93.76,Stable,0,New
CPD-0626,train,1,93.6,Stable,0,New
CPD-0628,train,0,120.0,Stable,0,New
CPD-0629,train,2,120.0,Stable,0,New
CPD-0633,train,4,120.0,Stable,0,New
CPD-0634,train,1,120.0,Stable,0,New
CPD-0637,train,4,120.0,Stable,0,New
CPD-0639,train,2,2.464174852,Unstable,1,New
CPD-0640,train,2,1.904912442,Unstable,1,New
CPD-0641,external_test,,120.0,Stable,0,New
CPD-0642,train,4,120.0,Stable,0,New
CPD-0644,train,2,119.6591977,Stable,0,New
CPD-0648,internal_test,,120.0,Stable,0,New
CPD-0650,train,3,82.75825579,Stable,0,New
CPD-0652,external_test,,120.0,Stable,0,New
CPD-0653,train,4,120.0,Stable,0,New
CPD-0656,train,0,26.01,Unstable,1,New
CPD-0657,train,1,120.0,Stable,0,New
CPD-0659,train,2,120.0,Stable,0,New
CPD-0662,external_test,,120.0,Stable,0,New
CPD-0668,train,2,120.0,Stable,0,New
CPD-0671,train,4,120.0,Stable,0,New
CPD-0676,train,4,120.0,Stable,0,New
CPD-0694,train,1,97.80055558,Stable,0,New
CPD-0698,train,3,13.13,Unstable,1,New
CPD-0700,train,0,93.18,Stable,0,New
CPD-0701,train,2,107.6374843,Stable,0,New
CPD-0702,train,0,120.0,Stable,0,New
CPD-0703,internal_test,,120.0,Stable,0,New
CPD-0704,train,4,120.0,Stable,0,New
CPD-0707,train,3,120.0,Stable,0,New
CPD-0708,internal_test,,120.0,Stable,0,New
CPD-0712,train,0,105.5169764,Stable,0,New
CPD-0714,train,3,120.0,Stable,0,New
CPD-0720,train,0,120.0,Stable,0,New
CPD-0722,train,2,120.0,Stable,0,New
CPD-0724,train,3,120.0,Stable,0,New
CPD-0725,train,2,120.0,Stable,0,New
CPD-0726,train,3,83.14,Stable,0,New
CPD-0730,train,3,120.0,Stable,0,New
CPD-0737,train,3,120.0,Stable,0,New
CPD-0748,external_test,,21.13,Unstable,1,New
CPD-0750,train,3,120.0,Stable,0,New
CPD-0751,train,3,25.19425028,Unstable,1,New
CPD-0752,external_test,,120.0,Stable,0,New
CPD-0753,external_test,,78.61,Stable,0,New
CPD-0760,internal_test,,101.74,Stable,0,New
CPD-0763,train,2,120.0,Stable,0,New
CPD-0764,train,1,120.0,Stable,0,New
CPD-0765,train,2,120.0,Stable,0,New
CPD-0766,train,0,120.0,Stable,0,New
CPD-0776,train,2,120.0,Stable,0,New
CPD-0777,train,4,120.0,Stable,0,New
CPD-0780,train,0,120.0,Stable,0,New
CPD-0784,train,2,120.0,Stable,0,New
CPD-0786,internal_test,,120.0,Stable,0,New
CPD-0787,train,4,120.0,Stable,0,New
CPD-0788,train,0,120.0,Stable,0,New
CPD-0790,train,2,120.0,Stable,0,New
CPD-0792,train,3,58.2,Stable,0,New
CPD-0796,train,2,120.0,Stable,0,New
CPD-0797,train,1,120.0,Stable,0,New
CPD-0798,train,3,120.0,Stable,0,New
CPD-0799,train,0,120.0,Stable,0,New
CPD-0801,train,2,120.0,Stable,0,New
CPD-0802,train,2,120.0,Stable,0,New
CPD-0807,train,3,120.0,Stable,0,New
CPD-0808,external_test,,120.0,Stable,0,New
CPD-0814,external_test,,88.25,Stable,0,New
CPD-0817,train,0,14.26,Unstable,1,New
CPD-0819,train,0,120.0,Stable,0,New
CPD-0821,train,2,120.0,Stable,0,New
CPD-0824,train,3,120.0,Stable,0,New
CPD-0827,internal_test,,36.33381874,Stable,0,New
CPD-0828,train,4,101.78,Stable,0,New
CPD-0829,internal_test,,120.0,Stable,0,New
CPD-0832,train,0,120.0,Stable,0,New
CPD-0834,train,4,120.0,Stable,0,New
CPD-0840,external_test,,120.0,Stable,0,New
CPD-0843,internal_test,,120.0,Stable,0,New
CPD-0845,internal_test,,120.0,Stable,0,New
CPD-0847,train,4,120.0,Stable,0,New
CPD-0848,train,0,120.0,Stable,0,New
CPD-0849,train,4,86.99,Stable,0,New
CPD-0852,train,2,120.0,Stable,0,New
CPD-0853,internal_test,,1.967166256,Unstable,1,New
CPD-0854,train,3,120.0,Stable,0,New
CPD-0855,train,1,120.0,Stable,0,New
CPD-0856,train,2,120.0,Stable,0,New
CPD-0857,train,0,120.0,Stable,0,New
CPD-0858,internal_test,,120.0,Stable,0,New
CPD-0864,internal_test,,120.0,Stable,0,New
CPD-0869,internal_test,,120.0,Stable,0,New
CPD-0870,train,4,22.93,Unstable,1,New
CPD-0875,train,3,120.0,Stable,0,New
CPD-0879,internal_test,,82.44,Stable,0,New
CPD-0881,train,4,120.0,Stable,0,New
CPD-0885,train,3,120.0,Stable,0,New
CPD-0888,train,2,120.0,Stable,0,New
CPD-0893,train,0,120.0,Stable,0,New
CPD-0895,external_test,,93.84,Stable,0,New
CPD-0896,train,4,95.73290825,Stable,0,New
CPD-0897,train,0,11.2,Unstable,1,New
CPD-0898,external_test,,120.0,Stable,0,New
CPD-0905,train,0,120.0,Stable,0,New
CPD-0907,train,4,120.0,Stable,0,New
CPD-0908,train,0,106.09,Stable,0,New
CPD-0910,train,4,106.4103347,Stable,0,New
CPD-0912,train,3,120.0,Stable,0,New
CPD-0920,train,3,120.0,Stable,0,New
CPD-0921,train,0,120.0,Stable,0,New
CPD-0927,train,2,120.0,Stable,0,New
CPD-0928,train,3,120.0,Stable,0,New
CPD-0933,train,2,62.46,Stable,0,New
CPD-0934,train,3,91.41,Stable,0,New
CPD-0938,train,3,120.0,Stable,0,New
CPD-0940,train,1,48.57,Stable,0,New
CPD-0941,train,3,12.27,Unstable,1,New
CPD-0942,train,1,120.0,Stable,0,New
CPD-0945,train,2,120.0,Stable,0,New
CPD-0946,train,3,90.47986246,Stable,0,New
CPD-0947,train,1,120.0,Stable,0,New
CPD-0949,train,2,120.0,Stable,0,New
CPD-0953,internal_test,,120.0,Stable,0,New
CPD-0957,train,4,117.42,Stable,0,New
CPD-0960,train,1,120.0,Stable,0,New
CPD-0962,train,1,120.0,Stable,0,New
CPD-0963,train,1,120.0,Stable,0,New
CPD-0966,train,4,120.0,Stable,0,New
CPD-0967,train,3,119.72,Stable,0,New
CPD-0968,train,0,19.97,Unstable,1,New
CPD-0969,train,1,120.0,Stable,0,New
CPD-0971,train,0,120.0,Stable,0,New
CPD-0973,train,0,120.0,Stable,0,New
CPD-0975,train,4,120.0,Stable,0,New
CPD-0978,train,3,29.43,Unstable,1,New
CPD-0980,internal_test,,120.0,Stable,0,New
CPD-0984,train,4,120.0,Stable,0,New
CPD-0987,train,0,120.0,Stable,0,New
CPD-0988,train,0,42.8,Stable,0,New
CPD-0989,train,2,120.0,Stable,0,New
CPD-0990,external_test,,46.45,Stable,0,New
CPD-0991,external_test,,120.0,Stable,0,New
CPD-0992,train,2,120.0,Stable,0,New
CPD-0994,train,1,120.0,Stable,0,New
CPD-0995,train,1,120.0,Stable,0,New
CPD-1001,train,4,120.0,Stable,0,New
CPD-1002,train,0,120.0,Stable,0,New
CPD-1003,train,3,120.0,Stable,0,New
CPD-1005,train,3,34.73,Stable,0,New
CPD-1007,external_test,,108.99,Stable,0,New
CPD-1009,train,4,120.0,Stable,0,New
CPD-1013,train,3,92.51,Stable,0,New
CPD-1015,train,1,120.0,Stable,0,New
CPD-1016,train,0,80.54,Stable,0,New
CPD-1017,train,4,72.87,Stable,0,New
CPD-1019,train,0,77.65,Stable,0,New
CPD-1022,train,3,120.0,Stable,0,New
CPD-1029,train,3,40.13,Stable,0,New
CPD-1033,train,4,120.0,Stable,0,New
CPD-1041,train,3,108.77,Stable,0,New
CPD-1049,internal_test,,75.93,Stable,0,New
CPD-1050,train,1,120.0,Stable,0,New
CPD-1052,train,2,120.0,Stable,0,New
CPD-1053,train,4,120.0,Stable,0,New
CPD-1059,train,1,120.0,Stable,0,New
CPD-1060,train,2,6.500951428,Unstable,1,New
CPD-1062,train,2,120.0,Stable,0,New
CPD-1065,train,4,120.0,Stable,0,New
CPD-1066,train,4,65.0,Stable,0,New
CPD-1067,train,1,23.92,Unstable,1,New
CPD-1070,train,4,120.0,Stable,0,New
CPD-1071,train,4,120.0,Stable,0,New
CPD-1074,train,4,120.0,Stable,0,New
CPD-1076,train,1,80.71,Stable,0,New
CPD-1079,train,1,120.0,Stable,0,New
CPD-1081,train,1,106.5667053,Stable,0,New
CPD-1082,train,0,120.0,Stable,0,New
CPD-1083,train,0,113.9521189,Stable,0,New
CPD-1085,train,0,120.0,Stable,0,New
CPD-1086,train,2,3.674475221,Unstable,1,New
CPD-1087,train,2,105.1248948,Stable,0,New
CPD-1089,train,3,120.0,Stable,0,New
CPD-1093,train,1,120.0,Stable,0,New
CPD-1100,train,3,120.0,Stable,0,New
CPD-1101,train,4,120.0,Stable,0,New
CPD-1102,external_test,,120.0,Stable,0,New
CPD-1103,train,4,83.99,Stable,0,New
CPD-1105,train,2,120.0,Stable,0,New
CPD-1107,train,1,120.0,Stable,0,New
CPD-1109,train,0,51.09479095,Stable,0,New
CPD-1118,train,0,120.0,Stable,0,New
CPD-1126,train,3,120.0,Stable,0,New
CPD-1128,train,0,120.0,Stable,0,New
CPD-1131,train,2,120.0,Stable,0,New
CPD-1133,internal_test,,120.0,Stable,0,New
CPD-1134,train,4,104.4431625,Stable,0,New
CPD-1135,train,2,120.0,Stable,0,New
CPD-1137,train,3,120.0,Stable,0,New
CPD-1139,internal_test,,120.0,Stable,0,New
CPD-1141,train,0,120.0,Stable,0,New
CPD-1149,train,2,120.0,Stable,0,New
CPD-1150,train,1,120.0,Stable,0,New
CPD-1151,external_test,,105.61,Stable,0,New
CPD-1157,external_test,,5.0,Unstable,1,New
CPD-1160,train,0,120.0,Stable,0,New
CPD-1163,train,1,116.2261858,Stable,0,New
CPD-1166,internal_test,,13.27,Unstable,1,New
CPD-1171,internal_test,,120.0,Stable,0,New
CPD-1177,train,0,72.38,Stable,0,New
CPD-1179,train,2,16.60906668,Unstable,1,New
CPD-1180,train,4,120.0,Stable,0,New
CPD-1182,train,2,120.0,Stable,0,New
CPD-1185,external_test,,120.0,Stable,0,New
CPD-1187,train,4,120.0,Stable,0,New
CPD-1194,train,2,69.58,Stable,0,New
CPD-1196,train,3,102.85,Stable,0,New
CPD-1197,internal_test,,120.0,Stable,0,New
CPD-1201,train,2,120.0,Stable,0,New
CPD-1202,train,4,100.2687941,Stable,0,New
CPD-1205,train,1,120.0,Stable,0,New
CPD-1206,train,4,90.79,Stable,0,New
CPD-1207,internal_test,,117.38,Stable,0,New
CPD-1211,external_test,,120.0,Stable,0,New
CPD-1212,train,4,25.69,Unstable,1,New
CPD-1213,train,3,109.42,Stable,0,New
CPD-1216,train,4,120.0,Stable,0,New
CPD-1225,internal_test,,120.0,Stable,0,New
CPD-1226,external_test,,69.81,Stable,0,New
CPD-1230,train,4,120.0,Stable,0,New
CPD-1231,train,0,120.0,Stable,0,New
CPD-1233,train,3,84.06,Stable,0,New
CPD-1234,train,4,120.0,Stable,0,New
CPD-1235,train,2,120.0,Stable,0,New
CPD-1240,external_test,,47.0038773,Stable,0,New
CPD-1241,train,2,114.549237,Stable,0,New
CPD-1242,train,4,71.77,Stable,0,New
CPD-1243,train,4,104.1,Stable,0,New
CPD-1244,train,1,120.0,Stable,0,New
CPD-1246,train,2,83.68,Stable,0,New
CPD-1247,train,2,31.05679927,Stable,0,New
CPD-1251,train,1,120.0,Stable,0,New
CPD-1252,train,1,120.0,Stable,0,New
CPD-1259,train,4,120.0,Stable,0,New
CPD-1261,train,3,120.0,Stable,0,New
CPD-1264,train,3,120.0,Stable,0,New
CPD-1267,train,3,120.0,Stable,0,New
CPD-1269,train,3,43.58358146,Stable,0,New
CPD-1270,train,1,120.0,Stable,0,New
CPD-1285,external_test,,61.87546091,Stable,0,New
CPD-1286,train,2,120.0,Stable,0,New
CPD-1289,train,4,73.99566527,Stable,0,New
CPD-1295,train,3,120.0,Stable,0,New
CPD-1296,internal_test,,9.73,Unstable,1,New
CPD-1298,train,1,120.0,Stable,0,New
CPD-1300,train,2,120.0,Stable,0,New
CPD-1301,train,4,120.0,Stable,0,New
CPD-1304,external_test,,120.0,Stable,0,New
CPD-1307,train,0,88.92,Stable,0,New
CPD-1310,train,3,120.0,Stable,0,New
CPD-1311,train,0,120.0,Stable,0,New
CPD-1315,train,2,90.96663061,Stable,0,New
CPD-1318,train,3,120.0,Stable,0,New
CPD-1320,train,1,120.0,Stable,0,New
CPD-1324,train,0,120.0,Stable,0,New
CPD-1325,train,0,120.0,Stable,0,New
CPD-1327,train,0,120.0,Stable,0,New
CPD-1331,train,4,120.0,Stable,0,New
CPD-1334,train,3,120.0,Stable,0,New
CPD-1338,train,1,120.0,Stable,0,New
CPD-1342,train,4,120.0,Stable,0,New
CPD-1346,train,2,120.0,Stable,0,New
CPD-1349,internal_test,,120.0,Stable,0,New
CPD-1351,train,0,120.0,Stable,0,New
CPD-1352,train,1,120.0,Stable,0,New
CPD-1357,train,1,120.0,Stable,0,New
CPD-1358,train,0,120.0,Stable,0,New
CPD-1359,internal_test,,120.0,Stable,0,New
CPD-1360,internal_test,,120.0,Stable,0,New
CPD-1361,external_test,,120.0,Stable,0,New
CPD-1362,external_test,,120.0,Stable,0,New
CPD-1365,train,3,103.0,Stable,0,New
CPD-1366,external_test,,120.0,Stable,0,New
CPD-1369,internal_test,,120.0,Stable,0,New
CPD-1370,train,4,120.0,Stable,0,New
CPD-1373,train,4,120.0,Stable,0,New
CPD-1375,train,3,120.0,Stable,0,New
CPD-1378,internal_test,,87.41,Stable,0,New
CPD-1380,train,4,120.0,Stable,0,New
CPD-1381,train,0,120.0,Stable,0,New
CPD-1384,train,3,88.2,Stable,0,New
CPD-1385,train,4,120.0,Stable,0,New
CPD-1387,train,3,63.11022587,Stable,0,New
CPD-1389,train,4,16.15,Unstable,1,New
CPD-1393,train,0,120.0,Stable,0,New
CPD-1395,train,3,120.0,Stable,0,New
CPD-1397,internal_test,,69.37,Stable,0,New
CPD-1400,train,4,120.0,Stable,0,New
CPD-1402,train,1,120.0,Stable,0,New
CPD-1405,train,4,120.0,Stable,0,New
CPD-1412,train,3,120.0,Stable,0,New
CPD-1414,internal_test,,119.11,Stable,0,New
CPD-1417,train,0,120.0,Stable,0,New
CPD-1419,train,4,120.0,Stable,0,New
CPD-1422,train,1,120.0,Stable,0,New
CPD-1424,train,0,120.0,Stable,0,New
CPD-1428,train,3,120.0,Stable,0,New
CPD-1433,train,2,120.0,Stable,0,New
CPD-1436,train,3,120.0,Stable,0,New
CPD-1444,train,3,120.0,Stable,0,New
CPD-1453,train,2,120.0,Stable,0,New
CPD-1454,train,4,100.2924003,Stable,0,New
CPD-1455,train,3,58.36035447,Stable,0,New
CPD-1459,train,0,120.0,Stable,0,New
CPD-1460,train,2,120.0,Stable,0,New
CPD-1464,train,4,84.31,Stable,0,New
CPD-1467,train,2,110.05256,Stable,0,New
CPD-1477,internal_test,,92.5,Stable,0,New
CPD-1481,train,2,89.45,Stable,0,New
CPD-1484,train,3,67.37173445,Stable,0,New
CPD-1490,train,1,104.62,Stable,0,New
CPD-1492,train,4,120.0,Stable,0,New
CPD-1493,internal_test,,120.0,Stable,0,New
CPD-1494,train,0,120.0,Stable,0,New
CPD-1496,train,1,120.0,Stable,0,New
CPD-1499,external_test,,106.85,Stable,0,New
CPD-1500,train,1,90.45368376,Stable,0,New
CPD-1503,external_test,,120.0,Stable,0,New
CPD-1504,train,1,120.0,Stable,0,New
CPD-1507,train,0,120.0,Stable,0,New
CPD-1510,train,0,120.0,Stable,0,New
CPD-1511,train,0,120.0,Stable,0,New
CPD-1512,train,4,120.0,Stable,0,New
CPD-1517,internal_test,,120.0,Stable,0,New
CPD-1518,train,1,120.0,Stable,0,New
CPD-1519,train,1,120.0,Stable,0,New
CPD-1524,train,4,120.0,Stable,0,New
CPD-1526,train,0,120.0,Stable,0,New
CPD-1527,train,1,61.12,Stable,0,New
CPD-1528,train,4,120.0,Stable,0,New
CPD-1530,internal_test,,120.0,Stable,0,New
CPD-1532,train,3,120.0,Stable,0,New
CPD-1534,train,4,120.0,Stable,0,New
CPD-1535,train,0,120.0,Stable,0,New
CPD-1536,internal_test,,120.0,Stable,0,New
CPD-1537,external_test,,54.93,Stable,0,New
CPD-1538,train,0,120.0,Stable,0,New
CPD-1545,train,1,120.0,Stable,0,New
CPD-1548,train,1,120.0,Stable,0,New
CPD-1550,train,2,120.0,Stable,0,New
CPD-1551,train,4,59.95,Stable,0,New
CPD-1555,train,1,120.0,Stable,0,New
CPD-1556,train,2,120.0,Stable,0,New
CPD-1558,external_test,,120.0,Stable,0,New
CPD-1560,train,1,77.42721881,Stable,0,New
CPD-1563,train,4,120.0,Stable,0,New
CPD-1564,external_test,,120.0,Stable,0,New
CPD-1565,train,2,120.0,Stable,0,New
CPD-1566,train,2,88.69,Stable,0,New
CPD-1570,train,2,26.65,Unstable,1,New
